pearson;similarity_type;matching;word_agg;sentence_agg;direction;power;index_weight
0.3075328648316352;spath;element_wise;;max;symmetric;power1;exponential
0.3075328648316352;spath;element_wise;;avg;symmetric;power1;exponential
0.3075328648316352;spath;element_wise;;min;symmetric;power1;exponential
0.3000969968963588;wupalmer;element_wise;;max;single;power2;linear
0.3000969968963588;wupalmer;element_wise;;avg;single;power2;linear
0.3000969968963588;wupalmer;element_wise;;min;single;power2;linear
0.3000969968963588;wupalmer;element_wise;;max;symmetric;power2;linear
0.3000969968963588;wupalmer;element_wise;;avg;symmetric;power2;linear
0.3000969968963588;wupalmer;element_wise;;min;symmetric;power2;linear
0.2982911768569718;wupalmer;one_to_many;max;min;single;power2;
0.29597283981955025;wupalmer;element_wise;;max;single;power2;prime
0.29597283981955025;wupalmer;element_wise;;avg;single;power2;prime
0.29597283981955025;wupalmer;element_wise;;min;single;power2;prime
0.29597283981955025;wupalmer;element_wise;;max;symmetric;power2;prime
0.29597283981955025;wupalmer;element_wise;;avg;symmetric;power2;prime
0.29597283981955025;wupalmer;element_wise;;min;symmetric;power2;prime
0.2957021100726933;wupalmer;element_wise;;avg;single;power2;
0.2957021100726933;wupalmer;element_wise;;avg;symmetric;power2;
0.28981439987599034;wupalmer;element_wise;;max;single;power2;exponential
0.28981439987599034;wupalmer;element_wise;;avg;single;power2;exponential
0.28981439987599034;wupalmer;element_wise;;min;single;power2;exponential
0.28981439987599034;wupalmer;element_wise;;max;symmetric;power2;exponential
0.28981439987599034;wupalmer;element_wise;;avg;symmetric;power2;exponential
0.28981439987599034;wupalmer;element_wise;;min;symmetric;power2;exponential
0.2889479520406979;wupalmer;one_to_many;max;max;single;power1;
0.2889479520406979;wupalmer;one_to_many;max;max;symmetric;power1;
0.2889479520406979;wupalmer;all_to_all;;max;single;power1;
0.2889479520406979;wupalmer;all_to_all;;max;single;power1;linear
0.2889479520406979;wupalmer;all_to_all;;max;single;power1;prime
